"","count","ncat","improve","index","adj"
"ltdr_yearly_ndvi_mean.2002.mean",312,1,1.77860230124162e-09,3204.884592155,0
"udel_air_temp_v4_01_yearly_min.2002.mean",312,-1,1.7624121436662e-09,0.0891900709435687,0
"srtm_slope_500m.na.mean",312,1,1.76071287591439e-09,20.1827394648399,0
"udel_precip_v4_01_yearly_mean.2002.mean",312,-1,1.75916911935619e-09,202.454166666667,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",312,-1,1.75604720518585e-09,9.77083333333333,0
"ltdr_yearly_ndvi_mean.2002.mean",26,-1,1.28933440706992e-08,3365.50516035,0
"udel_precip_v4_01_yearly_mean.2002.mean",26,1,1.13644351187031e-08,99.5822368332306,0
"dist_to_roads.na.mean",26,1,1.12389707772819e-08,2030.06364798249,0
"latitude",26,1,1.12252733105202e-08,-0.419754,0
"gpw_v3_density.2000.mean",26,-1,1.11641729918491e-08,140.993528857833,0
"latitude",0,1,0.884615384615385,21.243416,0.625
"gpw_v3_density.2000.mean",0,1,0.846153846153846,89.8832051837144,0.5
"longitude",0,1,0.846153846153846,58.663926,0.5
"udel_precip_v4_01_yearly_min.2002.mean",0,-1,0.846153846153846,0.35,0.5
"udel_air_temp_v4_01_yearly_max.2002.mean",0,1,0.846153846153846,29.7626057892657,0.5
"ltdr_yearly_ndvi_mean.2002.mean",18,1,3.12197801734009e-08,3551.886424,0
"udel_precip_v4_01_yearly_mean.2002.mean",18,1,2.90628764387958e-08,101.286403499897,0
"udel_precip_v4_01_yearly_max.2002.mean",18,1,2.88854132297229e-08,279.885381343104,0
"srtm_slope_500m.na.mean",18,-1,2.81249231474109e-08,0.99586852395338,0
"dist_to_roads.na.mean",18,1,2.73117187273885e-08,2030.06364798249,0
"accessibility_map.na.mean",0,1,0.888888888888889,150.580035807908,0.5
"gpw_v3_density.2000.mean",0,-1,0.888888888888889,115.01531023554,0.5
"latitude",0,1,0.888888888888889,-27.268093,0.5
"udel_air_temp_v4_01_yearly_min.2002.mean",0,1,0.888888888888889,12.4,0.5
"dist_to_roads.na.mean",0,1,0.833333333333333,1907.57141157229,0.25
"srtm_elevation_500m.na.mean",14,-1,4.23967118220846e-08,134.49904075113,0
"udel_precip_v4_01_yearly_min.2002.mean",14,-1,3.75934379715212e-08,2.79423845162539,0
"dist_to_all_rivers.na.mean",14,-1,3.63774903728096e-08,1823.19808948222,0
"udel_precip_v4_01_yearly_mean.2002.mean",14,1,3.59993189083849e-08,82.457008013295,0
"udel_precip_v4_01_yearly_max.2002.mean",14,1,3.5383159666943e-08,260.158333236358,0
"udel_precip_v4_01_yearly_min.2002.mean",0,1,0.928571428571429,4.54891916869223,0.857142857142857
"dist_to_roads.na.mean",0,-1,0.857142857142857,2650.32131931095,0.714285714285714
"srtm_slope_500m.na.mean",0,-1,0.857142857142857,0.383989216869633,0.714285714285714
"v4composites_calibrated.2002.mean",0,1,0.857142857142857,0.10170093760145,0.714285714285714
"accessibility_map.na.mean",0,-1,0.785714285714286,375.490962440647,0.571428571428571
"treecover2000.na.mean",7,-1,2.4705554392942e-07,47.5840475993,0
"udel_precip_v4_01_yearly_max.2002.mean",7,1,2.19104370524214e-07,307.05041517316,0
"udel_precip_v4_01_yearly_mean.2002.mean",7,1,2.19104370524214e-07,102.698065345379,0
"srtm_slope_500m.na.mean",7,-1,1.98897953232253e-07,6.63791844603048,0
"udel_air_temp_v4_01_yearly_min.2002.mean",7,-1,1.78013422444738e-07,21.8129558803472,0
"srtm_elevation_500m.na.mean",0,1,0.857142857142857,507.101607617695,0.666666666666667
"longitude",0,1,0.857142857142857,-12.3965935,0.666666666666667
"udel_precip_v4_01_yearly_max.2002.mean",0,1,0.857142857142857,307.05041517316,0.666666666666667
"udel_precip_v4_01_yearly_mean.2002.mean",0,1,0.857142857142857,102.698065345379,0.666666666666667
"udel_air_temp_v4_01_yearly_min.2002.mean",0,-1,0.857142857142857,21.8129558803472,0.666666666666667
"udel_air_temp_v4_01_yearly_min.2002.mean",286,-1,2.22372879912447e-09,0.0891900709435687,0
"srtm_slope_500m.na.mean",286,1,2.21626278699623e-09,20.1827394648399,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",286,-1,2.21047721934725e-09,9.77083333333333,0
"udel_precip_v4_01_yearly_mean.2002.mean",286,-1,2.20253248001829e-09,202.454166666667,0
"latitude",286,1,2.2015948262571e-09,29.781352,0
"latitude",0,1,0.975524475524476,35.9837355,0.681818181818182
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,-1,0.958041958041958,9.61666666666667,0.454545454545454
"srtm_slope_500m.na.mean",0,1,0.933566433566434,17.6740072255312,0.136363636363635
"udel_air_temp_v4_01_yearly_max.2002.mean",0,-1,0.93006993006993,9.42334700999202,0.0909090909090908
"dist_to_all_rivers.na.mean",22,-1,3.0588259914683e-09,1464.42134317541,0
"ltdr_yearly_ndvi_mean.2002.mean",22,-1,3.00478953800673e-09,1841.732350445,0
"gpw_v3_density.2000.mean",22,-1,3.00352712658328e-09,56.0277521505768,0
"wdpa_5km.na.sum",22,-1,3.00222773738916e-09,46.58000183105,0
"longitude",22,-1,2.99658589929731e-09,81.1313025,0
"longitude",20,-1,6.98891279082456e-08,46.618503,0
"srtm_elevation_500m.na.mean",20,-1,6.82586864975753e-08,108.200101496163,0
"udel_air_temp_v4_01_yearly_min.2002.mean",20,-1,6.77205737358452e-08,-1.07308662472948,0
"dist_to_roads.na.mean",20,-1,6.48294064037362e-08,6934.88943358879,0
"srtm_slope_500m.na.mean",20,-1,6.42517163274781e-08,1.12505840077799,0
"ltdr_yearly_ndvi_mean.2002.mean",0,1,0.95,2267.31553767,0.888888888888889
"srtm_elevation_500m.na.mean",0,-1,0.85,689.107564452697,0.666666666666667
"accessibility_map.na.mean",0,-1,0.85,191.506329648734,0.666666666666667
"latitude",0,1,0.8,39.3759915,0.555555555555556
"dist_to_roads.na.mean",0,-1,0.75,2127.00824313521,0.444444444444444
"udel_air_temp_v4_01_yearly_max.2002.mean",11,-1,6.42335470435496e-07,16.044133726974,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",11,-1,6.11030039382129e-07,5.81999371923336,0
"udel_precip_v4_01_yearly_max.2002.mean",11,1,5.98336638739426e-07,149.331740713061,0
"accessibility_map.na.mean",11,1,5.56286010031241e-07,868.010693190571,0
"latitude",11,-1,5.42625360933528e-07,36.641882,0
"dist_to_all_rivers.na.mean",0,-1,0.909090909090909,1761.61743526132,0.666666666666667
"accessibility_map.na.mean",0,1,0.909090909090909,868.010693190571,0.666666666666667
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,-1,0.909090909090909,2.35567192497704,0.666666666666667
"treecover2000.na.mean",0,1,0.818181818181818,7.71806515563,0.333333333333333
"udel_precip_v4_01_yearly_max.2002.mean",0,1,0.818181818181818,149.331740713061,0.333333333333333
"dist_to_roads.na.mean",8,1,7.98424006396755e-07,5593.45976338771,0
"dist_to_all_rivers.na.mean",8,1,7.96031244011393e-07,2198.51073928082,0
"udel_precip_v4_01_yearly_mean.2002.mean",8,1,7.9361500342346e-07,24.9875,0
"udel_air_temp_v4_01_yearly_min.2002.mean",8,1,7.7641164831976e-07,-6.74528175302556,0
"ltdr_yearly_ndvi_mean.2002.mean",8,1,7.73992091224962e-07,1339.815231535,0
"dist_to_all_rivers.na.mean",0,1,0.875,2076.90665201534,0.75
"udel_precip_v4_01_yearly_mean.2002.mean",0,1,0.875,24.9875,0.75
