"","count","ncat","improve","index","adj"
"srtm_slope_500m.na.mean",314,1,2.52347578845528e-07,0.57921847152054,0
"longitude",314,1,2.50461962356407e-07,-48.907946,0
"ltdr_yearly_ndvi_mean.2002.mean",314,-1,2.4971754936092e-07,3657.06772311,0
"gpw_v3_density.2000.mean",314,1,2.49455316257176e-07,33.0383309075979,0
"latitude",314,1,2.49175180419264e-07,-20.879933,0
"srtm_elevation_500m.na.mean",0,1,0.837579617834395,48.2751328278275,0.406976744186047
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,-1,0.767515923566879,26.6244781597796,0.151162790697675
"treecover2000.na.mean",0,1,0.754777070063694,2.988818074045,0.104651162790698
"latitude",0,1,0.74203821656051,-23.5978465,0.0581395348837209
"ltdr_yearly_ndvi_mean.2002.mean",0,-1,0.738853503184713,3620.79948444,0.0465116279069767
"srtm_elevation_500m.na.mean",228,-1,1.91535140442668e-06,90.1323478477384,0
"longitude",228,1,1.89821078876286e-06,106.466273,0
"udel_precip_v4_01_yearly_max.2002.mean",228,-1,1.89682681369055e-06,542.9754872611,0
"udel_precip_v4_01_yearly_mean.2002.mean",228,-1,1.84181971141566e-06,189.858333333333,0
"srtm_slope_500m.na.mean",228,-1,1.82277131598722e-06,4.50555695639655,0
"latitude",0,-1,0.916666666666667,-32.654215,0.0952380952380944
"longitude",21,-1,9.10840491688775e-06,106.3384115,0
"udel_air_temp_v4_01_yearly_max.2002.mean",21,-1,7.42698277625446e-06,28.699877723585,0
"udel_precip_v4_01_yearly_min.2002.mean",21,1,7.39487200669381e-06,3.28817224671018,0
"accessibility_map.na.mean",21,-1,6.8131187207294e-06,369.012290550362,0
"dist_to_roads.na.mean",21,-1,6.74855362363397e-06,6770.89168625736,0
"dist_to_roads.na.mean",0,-1,0.904761904761905,6770.89168625736,0.6
"srtm_elevation_500m.na.mean",0,-1,0.857142857142857,67.9954929896589,0.4
"accessibility_map.na.mean",0,-1,0.857142857142857,431.81616392283,0.4
"udel_precip_v4_01_yearly_max.2002.mean",0,-1,0.857142857142857,482.3,0.4
"ltdr_yearly_ndvi_mean.2002.mean",0,-1,0.857142857142857,2941.870942035,0.4
"longitude",16,-1,0.000147515296011466,103.285168,0
"srtm_elevation_500m.na.mean",16,-1,0.000133799666693756,62.4072089411905,0
"udel_air_temp_v4_01_yearly_max.2002.mean",16,-1,8.67666160646304e-05,29.7785221271906,0
"udel_precip_v4_01_yearly_min.2002.mean",16,1,7.98043976620281e-05,0.7,0
"ltdr_yearly_ndvi_mean.2002.mean",16,-1,7.71691819252569e-05,2690.069956475,0
"srtm_elevation_500m.na.mean",0,-1,0.875,62.4072089411905,0.333333333333333
"dist_to_roads.na.mean",13,-1,0.0014919297194257,1361.93435900762,0
"udel_air_temp_v4_01_yearly_max.2002.mean",13,-1,0.00133488319785495,28.549877723585,0
"udel_precip_v4_01_yearly_min.2002.mean",13,1,0.00131346486149563,2.43817224671018,0
"srtm_slope_500m.na.mean",13,-1,0.00127455736853674,1.07712283130882,0
"treecover2000.na.mean",13,-1,0.00125558017577502,13.9828348067,0
"srtm_slope_500m.na.mean",0,1,0.923076923076923,1.56328140816324,0.833333333333333
"treecover2000.na.mean",0,1,0.923076923076923,13.9828348067,0.833333333333333
"udel_precip_v4_01_yearly_max.2002.mean",0,1,0.923076923076923,251.573809558613,0.833333333333333
"udel_precip_v4_01_yearly_mean.2002.mean",0,1,0.923076923076923,112.384685248554,0.833333333333333
"gpw_v3_density.2000.mean",0,1,0.846153846153846,105.568856051166,0.666666666666667
"longitude",7,-1,0.0290089092987922,27.2551555,0
"accessibility_map.na.mean",7,1,0.026989814256504,86.1609630576936,0
"gpw_v3_density.2000.mean",7,-1,0.026989814256504,92.5362794777717,0
"dist_to_roads.na.mean",7,1,0.0236797356576967,1793.3590228146,0
"srtm_slope_500m.na.mean",7,1,0.0215223286952936,0.797370665742321,0
"srtm_elevation_500m.na.mean",0,1,0.857142857142857,44.1231240424137,0.5
"srtm_slope_500m.na.mean",0,1,0.857142857142857,0.797370665742321,0.5
"udel_air_temp_v4_01_yearly_max.2002.mean",0,-1,0.857142857142857,29.7285221271906,0.5
"udel_precip_v4_01_yearly_mean.2002.mean",207,1,2.9495969379017e-06,137.504166666667,0
"udel_air_temp_v4_01_yearly_min.2002.mean",207,-1,2.91195226379818e-06,19.4710526315789,0
"v4composites_calibrated.2002.mean",207,-1,2.90318229370779e-06,7.58131306232298,0
"udel_precip_v4_01_yearly_min.2002.mean",207,-1,2.9023723203526e-06,31.4105262093526,0
"udel_precip_v4_01_yearly_max.2002.mean",207,1,2.90088121507193e-06,510.927272528693,0
"udel_precip_v4_01_yearly_min.2002.mean",0,1,0.821256038647343,26.65,0.350877192982456
"udel_precip_v4_01_yearly_max.2002.mean",0,1,0.806763285024155,424.502746538888,0.298245614035088
"treecover2000.na.mean",0,1,0.777777777777778,83.3495181755,0.192982456140351
"srtm_elevation_500m.na.mean",0,-1,0.768115942028985,160.90999347901,0.157894736842105
"longitude",0,1,0.758454106280193,106.757938,0.12280701754386
"udel_precip_v4_01_yearly_mean.2002.mean",57,1,4.40059166599627e-06,148.633554280128,0
"accessibility_map.na.mean",57,1,4.23172331201239e-06,911.508547173375,0
"wdpa_5km.na.sum",57,1,4.21443900296313e-06,124.9849967955,0
"udel_air_temp_v4_01_yearly_min.2002.mean",57,1,4.21173122426432e-06,24.9625107739577,0
