"","count","ncat","improve","index","adj"
"gpw_v3_density.2000.mean",536,1,1.95801335586261e-06,0.0332511095330119,0
"latitude",536,1,1.93987502016088e-06,-21.429493,0
"srtm_slope_500m.na.mean",536,1,1.92298437122572e-06,0.099959629727763,0
"longitude",536,1,1.90979113178359e-06,-16.587331,0
"ltdr_yearly_ndvi_mean.2002.mean",536,-1,1.89186940581772e-06,3343.23988395,0
"latitude",533,1,2.40689424525331e-06,-24.974488,0
"ltdr_yearly_ndvi_mean.2002.mean",533,-1,2.3978463969888e-06,3343.23988395,0
"srtm_slope_500m.na.mean",533,1,2.38009865547252e-06,0.172897920176631,0
"longitude",533,1,2.37053854653995e-06,-16.587331,0
"udel_precip_v4_01_yearly_min.2002.mean",533,1,2.36841217968974e-06,29.8161396661551,0
"treecover2000.na.mean",514,1,4.04407462918313e-06,28.79576448775,0
"udel_precip_v4_01_yearly_min.2002.mean",514,-1,4.04166779077514e-06,67.8833333333333,0
"latitude",514,-1,4.03917279841228e-06,7.2107125,0
"longitude",514,-1,4.0336135934524e-06,91.168618,0
"wdpa_5km.na.sum",514,1,4.01488025625425e-06,1.794999957085,0
"udel_precip_v4_01_yearly_mean.2002.mean",0,1,0.898832684824903,107.337286467653,0.315789473684211
"ltdr_yearly_ndvi_mean.2002.mean",0,1,0.889105058365759,3230.69492998,0.25
"udel_precip_v4_01_yearly_max.2002.mean",0,1,0.885214007782101,397.520024848058,0.223684210526316
"udel_precip_v4_01_yearly_min.2002.mean",0,1,0.8715953307393,20.6500435920615,0.131578947368421
"longitude",0,1,0.869649805447471,89.813983,0.118421052631579
"longitude",76,-1,5.05498457124811e-06,87.522318,0
"wdpa_5km.na.sum",76,1,5.01218165222565e-06,1.40499997139,0
"udel_precip_v4_01_yearly_max.2002.mean",76,-1,4.99442152413285e-06,362.2,0
"dist_to_roads.na.mean",76,-1,4.97420924876204e-06,2374.50082228027,0
"gpw_v3_density.2000.mean",76,-1,4.96378460891465e-06,119.207797273398,0
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.921052631578947,189.670833333333,0.6
"udel_precip_v4_01_yearly_max.2002.mean",0,-1,0.907894736842105,433.306399379731,0.533333333333333
"srtm_elevation_500m.na.mean",0,1,0.855263157894737,97.2918348665248,0.266666666666666
"treecover2000.na.mean",0,-1,0.842105263157895,69.1546929879,0.2
"udel_precip_v4_01_yearly_min.2002.mean",0,-1,0.842105263157895,53.45,0.2
"wdpa_5km.na.sum",61,-1,5.55733702904902e-06,14.4050002098,0
"udel_precip_v4_01_yearly_min.2002.mean",61,-1,5.47470175720222e-06,29.8161396661551,0
"gpw_v3_density.2000.mean",61,-1,5.44823557597239e-06,119.207797273398,0
"accessibility_map.na.mean",61,-1,5.44754191381385e-06,539.185302219071,0
"longitude",61,1,5.41030699412328e-06,-28.364831,0
"latitude",0,1,0.754098360655738,-11.6346285,0.25
"udel_air_temp_v4_01_yearly_max.2002.mean",0,1,0.737704918032787,22.3221991855898,0.2
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,1,0.737704918032787,21.2361111111111,0.2
"srtm_elevation_500m.na.mean",0,-1,0.721311475409836,1484.48864644428,0.15
"treecover2000.na.mean",0,-1,0.721311475409836,43.09781247905,0.15
"udel_precip_v4_01_yearly_min.2002.mean",41,-1,8.80237152748413e-05,28.9785713929341,0
"accessibility_map.na.mean",41,-1,8.08960410849943e-05,425.865026299754,0
"udel_air_temp_v4_01_yearly_max.2002.mean",41,-1,8.08623490089737e-05,29.35,0
"ltdr_yearly_ndvi_mean.2002.mean",41,1,7.99837022771681e-05,1987.73717395,0
"udel_precip_v4_01_yearly_mean.2002.mean",41,-1,7.9983702277168e-05,176.989707898712,0
"dist_to_all_rivers.na.mean",0,-1,0.878048780487805,3457.95328447148,0.375
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.878048780487805,147.808333333333,0.375
"srtm_slope_500m.na.mean",0,-1,0.853658536585366,6.72904962069294,0.25
"accessibility_map.na.mean",0,-1,0.853658536585366,868.093124390471,0.25
"gpw_v3_density.2000.mean",0,-1,0.853658536585366,314.204420500143,0.25
"dist_to_all_rivers.na.mean",33,-1,0.000110722391388892,3435.01285715734,0
"accessibility_map.na.mean",33,-1,0.000101254223734541,425.865026299754,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",33,-1,9.94909949421291e-05,25.6745767046924,0
"ltdr_yearly_ndvi_mean.2002.mean",33,-1,9.78670819103054e-05,3282.420370405,0
"udel_air_temp_v4_01_yearly_max.2002.mean",33,-1,9.7736990490792e-05,29.65,0
"treecover2000.na.mean",30,-1,0.000185804787059948,36.52664026005,0
"accessibility_map.na.mean",30,-1,0.00017742139655429,425.865026299754,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",30,-1,0.000177383701917125,25.6745767046924,0
"udel_air_temp_v4_01_yearly_max.2002.mean",30,-1,0.000172143765386209,29.65,0
"latitude",30,-1,0.000170004131401561,10.1748775,0
"dist_to_roads.na.mean",0,-1,0.766666666666667,2744.41372185263,0.5
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.766666666666667,108.502850191293,0.5
